modality,model,threshold,rule_windows,rule_hits,positive_detected,positive_runs,false_alerts,control_runs,selected
Electrical + drift,extra_trees,0.3,5,2,5,6,1,9,False
Electrical + drift,extra_trees,0.3,5,3,5,6,0,9,False
Electrical + drift,extra_trees,0.3,5,4,5,6,0,9,False
Electrical + drift,extra_trees,0.3,5,5,5,6,0,9,False
Electrical + drift,extra_trees,0.325,1,1,5,6,3,9,False
Electrical + drift,extra_trees,0.325,2,1,5,6,3,9,False
Electrical + drift,extra_trees,0.325,2,2,5,6,1,9,False
Electrical + drift,extra_trees,0.325,3,1,5,6,3,9,False
Electrical + drift,extra_trees,0.325,3,2,5,6,1,9,False
Electrical + drift,extra_trees,0.325,3,3,5,6,0,9,False
Electrical + drift,extra_trees,0.325,4,1,5,6,3,9,False
Electrical + drift,extra_trees,0.325,4,2,5,6,1,9,False
Electrical + drift,extra_trees,0.325,4,3,5,6,0,9,False
Electrical + drift,extra_trees,0.325,4,4,5,6,0,9,False
Electrical + drift,extra_trees,0.325,5,1,5,6,3,9,False
Electrical + drift,extra_trees,0.325,5,2,5,6,1,9,False
Electrical + drift,extra_trees,0.325,5,3,5,6,0,9,False
Electrical + drift,extra_trees,0.325,5,4,5,6,0,9,False
Electrical + drift,extra_trees,0.325,5,5,5,6,0,9,False
Electrical + drift,extra_trees,0.35,1,1,5,6,3,9,False
Electrical + drift,extra_trees,0.35,2,1,5,6,3,9,False
Electrical + drift,extra_trees,0.35,2,2,5,6,1,9,False
Electrical + drift,extra_trees,0.35,3,1,5,6,3,9,False
Electrical + drift,extra_trees,0.35,3,2,5,6,1,9,False
Electrical + drift,extra_trees,0.35,3,3,5,6,0,9,False
Electrical + drift,extra_trees,0.35,4,1,5,6,3,9,False
Electrical + drift,extra_trees,0.35,4,2,5,6,1,9,False
Electrical + drift,extra_trees,0.35,4,3,5,6,0,9,False
Electrical + drift,extra_trees,0.35,4,4,5,6,0,9,False
Electrical + drift,extra_trees,0.35,5,1,5,6,3,9,False
Electrical + drift,extra_trees,0.35,5,2,5,6,1,9,False
Electrical + drift,extra_trees,0.35,5,3,5,6,0,9,False
Electrical + drift,extra_trees,0.35,5,4,5,6,0,9,False
Electrical + drift,extra_trees,0.35,5,5,5,6,0,9,False
Electrical + drift,extra_trees,0.375,1,1,5,6,3,9,False
Electrical + drift,extra_trees,0.375,2,1,5,6,3,9,False
Electrical + drift,extra_trees,0.375,2,2,5,6,0,9,False
Electrical + drift,extra_trees,0.375,3,1,5,6,3,9,False
Electrical + drift,extra_trees,0.375,3,2,5,6,0,9,False
Electrical + drift,extra_trees,0.375,3,3,5,6,0,9,False
Electrical + drift,extra_trees,0.375,4,1,5,6,3,9,False
Electrical + drift,extra_trees,0.375,4,2,5,6,0,9,False
Electrical + drift,extra_trees,0.375,4,3,5,6,0,9,False
Electrical + drift,extra_trees,0.375,4,4,5,6,0,9,False
Electrical + drift,extra_trees,0.375,5,1,5,6,3,9,False
Electrical + drift,extra_trees,0.375,5,2,5,6,0,9,False
Electrical + drift,extra_trees,0.375,5,3,5,6,0,9,False
Electrical + drift,extra_trees,0.375,5,4,5,6,0,9,False
Electrical + drift,extra_trees,0.375,5,5,4,6,0,9,False
Electrical + drift,extra_trees,0.4,1,1,5,6,2,9,False
Electrical + drift,extra_trees,0.4,2,1,5,6,2,9,False
Electrical + drift,extra_trees,0.4,2,2,5,6,0,9,False
Electrical + drift,extra_trees,0.4,3,1,5,6,2,9,False
Electrical + drift,extra_trees,0.4,3,2,5,6,0,9,False
Electrical + drift,extra_trees,0.4,3,3,5,6,0,9,False
Electrical + drift,extra_trees,0.4,4,1,5,6,2,9,False
Electrical + drift,extra_trees,0.4,4,2,5,6,0,9,False
Electrical + drift,extra_trees,0.4,4,3,5,6,0,9,False
Electrical + drift,extra_trees,0.4,4,4,4,6,0,9,False
Electrical + drift,extra_trees,0.4,5,1,5,6,2,9,False
Electrical + drift,extra_trees,0.4,5,2,5,6,0,9,False
Electrical + drift,extra_trees,0.4,5,3,5,6,0,9,False
Electrical + drift,extra_trees,0.4,5,4,4,6,0,9,False
Electrical + drift,extra_trees,0.4,5,5,4,6,0,9,False
Electrical + drift,extra_trees,0.425,1,1,5,6,2,9,False
Electrical + drift,extra_trees,0.425,2,1,5,6,2,9,False
Electrical + drift,extra_trees,0.425,2,2,5,6,0,9,False
Electrical + drift,extra_trees,0.425,3,1,5,6,2,9,False
Electrical + drift,extra_trees,0.425,3,2,5,6,0,9,False
Electrical + drift,extra_trees,0.425,3,3,5,6,0,9,False
Electrical + drift,extra_trees,0.425,4,1,5,6,2,9,False
Electrical + drift,extra_trees,0.425,4,2,5,6,0,9,False
Electrical + drift,extra_trees,0.425,4,3,5,6,0,9,False
Electrical + drift,extra_trees,0.425,4,4,4,6,0,9,False
Electrical + drift,extra_trees,0.425,5,1,5,6,2,9,False
Electrical + drift,extra_trees,0.425,5,2,5,6,0,9,False
Electrical + drift,extra_trees,0.425,5,3,5,6,0,9,False
Electrical + drift,extra_trees,0.425,5,4,4,6,0,9,False
Electrical + drift,extra_trees,0.425,5,5,4,6,0,9,False
Electrical + drift,extra_trees,0.45,1,1,5,6,2,9,False
Electrical + drift,extra_trees,0.45,2,1,5,6,2,9,False
Electrical + drift,extra_trees,0.45,2,2,5,6,0,9,False
Electrical + drift,extra_trees,0.45,3,1,5,6,2,9,False
Electrical + drift,extra_trees,0.45,3,2,5,6,0,9,False
Electrical + drift,extra_trees,0.45,3,3,4,6,0,9,False
Electrical + drift,extra_trees,0.45,4,1,5,6,2,9,False
Electrical + drift,extra_trees,0.45,4,2,5,6,0,9,False
Electrical + drift,extra_trees,0.45,4,3,4,6,0,9,False
Electrical + drift,extra_trees,0.45,4,4,4,6,0,9,False
Electrical + drift,extra_trees,0.45,5,1,5,6,2,9,False
Electrical + drift,extra_trees,0.45,5,2,5,6,0,9,False
Electrical + drift,extra_trees,0.45,5,3,4,6,0,9,False
Electrical + drift,extra_trees,0.45,5,4,4,6,0,9,False
Electrical + drift,extra_trees,0.45,5,5,4,6,0,9,False
Electrical + drift,extra_trees,0.475,1,1,5,6,1,9,False
Electrical + drift,extra_trees,0.475,2,1,5,6,1,9,False
Electrical + drift,extra_trees,0.475,2,2,5,6,0,9,False
Electrical + drift,extra_trees,0.475,3,1,5,6,1,9,False
Electrical + drift,extra_trees,0.475,3,2,5,6,0,9,False
Electrical + drift,extra_trees,0.475,3,3,4,6,0,9,False
Electrical + drift,extra_trees,0.475,4,1,5,6,1,9,False
Electrical + drift,extra_trees,0.475,4,2,5,6,0,9,False
Electrical + drift,extra_trees,0.475,4,3,4,6,0,9,False
Electrical + drift,extra_trees,0.475,4,4,4,6,0,9,False
Electrical + drift,extra_trees,0.475,5,1,5,6,1,9,False
Electrical + drift,extra_trees,0.475,5,2,5,6,0,9,False
Electrical + drift,extra_trees,0.475,5,3,4,6,0,9,False
Electrical + drift,extra_trees,0.475,5,4,4,6,0,9,False
Electrical + drift,extra_trees,0.475,5,5,4,6,0,9,False
Electrical + drift,extra_trees,0.5,1,1,5,6,1,9,False
Electrical + drift,extra_trees,0.5,2,1,5,6,1,9,False
Electrical + drift,extra_trees,0.5,2,2,5,6,0,9,False
Electrical + drift,extra_trees,0.5,3,1,5,6,1,9,False
Electrical + drift,extra_trees,0.5,3,2,5,6,0,9,False
Electrical + drift,extra_trees,0.5,3,3,4,6,0,9,False
Electrical + drift,extra_trees,0.5,4,1,5,6,1,9,False
Electrical + drift,extra_trees,0.5,4,2,5,6,0,9,False
Electrical + drift,extra_trees,0.5,4,3,4,6,0,9,False
Electrical + drift,extra_trees,0.5,4,4,4,6,0,9,False
Electrical + drift,extra_trees,0.5,5,1,5,6,1,9,False
Electrical + drift,extra_trees,0.5,5,2,5,6,0,9,False
Electrical + drift,extra_trees,0.5,5,3,4,6,0,9,False
Electrical + drift,extra_trees,0.5,5,4,4,6,0,9,False
Electrical + drift,extra_trees,0.5,5,5,4,6,0,9,False
Electrical + drift,extra_trees,0.525,1,1,5,6,0,9,False
Electrical + drift,extra_trees,0.525,2,1,5,6,0,9,False
Electrical + drift,extra_trees,0.525,2,2,4,6,0,9,False
Electrical + drift,extra_trees,0.525,3,1,5,6,0,9,False
Electrical + drift,extra_trees,0.525,3,2,4,6,0,9,False
Electrical + drift,extra_trees,0.525,3,3,4,6,0,9,False
Electrical + drift,extra_trees,0.525,4,1,5,6,0,9,False
Electrical + drift,extra_trees,0.525,4,2,4,6,0,9,False
Electrical + drift,extra_trees,0.525,4,3,4,6,0,9,False
Electrical + drift,extra_trees,0.525,4,4,4,6,0,9,False
Electrical + drift,extra_trees,0.525,5,1,5,6,0,9,False
Electrical + drift,extra_trees,0.525,5,2,4,6,0,9,False
Electrical + drift,extra_trees,0.525,5,3,4,6,0,9,False
Electrical + drift,extra_trees,0.525,5,4,4,6,0,9,False
Electrical + drift,extra_trees,0.525,5,5,4,6,0,9,False
Electrical + drift,extra_trees,0.55,1,1,5,6,0,9,False
Electrical + drift,extra_trees,0.55,2,1,5,6,0,9,False
Electrical + drift,extra_trees,0.55,2,2,4,6,0,9,False
Electrical + drift,extra_trees,0.55,3,1,5,6,0,9,False
Electrical + drift,extra_trees,0.55,3,2,4,6,0,9,False
Electrical + drift,extra_trees,0.55,3,3,4,6,0,9,False
Electrical + drift,extra_trees,0.55,4,1,5,6,0,9,False
Electrical + drift,extra_trees,0.55,4,2,4,6,0,9,False
Electrical + drift,extra_trees,0.55,4,3,4,6,0,9,False
Electrical + drift,extra_trees,0.55,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.55,5,1,5,6,0,9,False
Electrical + drift,extra_trees,0.55,5,2,4,6,0,9,False
Electrical + drift,extra_trees,0.55,5,3,4,6,0,9,False
Electrical + drift,extra_trees,0.55,5,4,4,6,0,9,False
Electrical + drift,extra_trees,0.55,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.575,1,1,5,6,0,9,False
Electrical + drift,extra_trees,0.575,2,1,5,6,0,9,False
Electrical + drift,extra_trees,0.575,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.575,3,1,5,6,0,9,False
Electrical + drift,extra_trees,0.575,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.575,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.575,4,1,5,6,0,9,False
Electrical + drift,extra_trees,0.575,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.575,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.575,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.575,5,1,5,6,0,9,False
Electrical + drift,extra_trees,0.575,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.575,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.575,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.575,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.6,1,1,5,6,0,9,False
Electrical + drift,extra_trees,0.6,2,1,5,6,0,9,False
Electrical + drift,extra_trees,0.6,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.6,3,1,5,6,0,9,False
Electrical + drift,extra_trees,0.6,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.6,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.6,4,1,5,6,0,9,False
Electrical + drift,extra_trees,0.6,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.6,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.6,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.6,5,1,5,6,0,9,False
Electrical + drift,extra_trees,0.6,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.6,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.6,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.6,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.625,1,1,5,6,0,9,False
Electrical + drift,extra_trees,0.625,2,1,5,6,0,9,False
Electrical + drift,extra_trees,0.625,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.625,3,1,5,6,0,9,False
Electrical + drift,extra_trees,0.625,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.625,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.625,4,1,5,6,0,9,False
Electrical + drift,extra_trees,0.625,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.625,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.625,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.625,5,1,5,6,0,9,False
Electrical + drift,extra_trees,0.625,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.625,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.625,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.625,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.65,1,1,4,6,0,9,False
Electrical + drift,extra_trees,0.65,2,1,4,6,0,9,False
Electrical + drift,extra_trees,0.65,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.65,3,1,4,6,0,9,False
Electrical + drift,extra_trees,0.65,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.65,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.65,4,1,4,6,0,9,False
Electrical + drift,extra_trees,0.65,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.65,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.65,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.65,5,1,4,6,0,9,False
Electrical + drift,extra_trees,0.65,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.65,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.65,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.65,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.675,1,1,4,6,0,9,False
Electrical + drift,extra_trees,0.675,2,1,4,6,0,9,False
Electrical + drift,extra_trees,0.675,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.675,3,1,4,6,0,9,False
Electrical + drift,extra_trees,0.675,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.675,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.675,4,1,4,6,0,9,False
Electrical + drift,extra_trees,0.675,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.675,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.675,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.675,5,1,4,6,0,9,False
Electrical + drift,extra_trees,0.675,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.675,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.675,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.675,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.7,1,1,3,6,0,9,False
Electrical + drift,extra_trees,0.7,2,1,3,6,0,9,False
Electrical + drift,extra_trees,0.7,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.7,3,1,3,6,0,9,False
Electrical + drift,extra_trees,0.7,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.7,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.7,4,1,3,6,0,9,False
Electrical + drift,extra_trees,0.7,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.7,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.7,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.7,5,1,3,6,0,9,False
Electrical + drift,extra_trees,0.7,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.7,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.7,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.7,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.725,1,1,3,6,0,9,False
Electrical + drift,extra_trees,0.725,2,1,3,6,0,9,False
Electrical + drift,extra_trees,0.725,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.725,3,1,3,6,0,9,False
Electrical + drift,extra_trees,0.725,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.725,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.725,4,1,3,6,0,9,False
Electrical + drift,extra_trees,0.725,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.725,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.725,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.725,5,1,3,6,0,9,False
Electrical + drift,extra_trees,0.725,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.725,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.725,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.725,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.75,1,1,3,6,0,9,False
Electrical + drift,extra_trees,0.75,2,1,3,6,0,9,False
Electrical + drift,extra_trees,0.75,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.75,3,1,3,6,0,9,False
Electrical + drift,extra_trees,0.75,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.75,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.75,4,1,3,6,0,9,False
Electrical + drift,extra_trees,0.75,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.75,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.75,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.75,5,1,3,6,0,9,False
Electrical + drift,extra_trees,0.75,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.75,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.75,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.75,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.775,1,1,3,6,0,9,False
Electrical + drift,extra_trees,0.775,2,1,3,6,0,9,False
Electrical + drift,extra_trees,0.775,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.775,3,1,3,6,0,9,False
Electrical + drift,extra_trees,0.775,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.775,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.775,4,1,3,6,0,9,False
Electrical + drift,extra_trees,0.775,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.775,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.775,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.775,5,1,3,6,0,9,False
Electrical + drift,extra_trees,0.775,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.775,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.775,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.775,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.8,1,1,3,6,0,9,False
Electrical + drift,extra_trees,0.8,2,1,3,6,0,9,False
Electrical + drift,extra_trees,0.8,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.8,3,1,3,6,0,9,False
Electrical + drift,extra_trees,0.8,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.8,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.8,4,1,3,6,0,9,False
Electrical + drift,extra_trees,0.8,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.8,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.8,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.8,5,1,3,6,0,9,False
Electrical + drift,extra_trees,0.8,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.8,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.8,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.8,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.825,1,1,3,6,0,9,False
Electrical + drift,extra_trees,0.825,2,1,3,6,0,9,False
Electrical + drift,extra_trees,0.825,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.825,3,1,3,6,0,9,False
Electrical + drift,extra_trees,0.825,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.825,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.825,4,1,3,6,0,9,False
Electrical + drift,extra_trees,0.825,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.825,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.825,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.825,5,1,3,6,0,9,False
Electrical + drift,extra_trees,0.825,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.825,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.825,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.825,5,5,3,6,0,9,False
Electrical + drift,extra_trees,0.85,1,1,3,6,0,9,False
Electrical + drift,extra_trees,0.85,2,1,3,6,0,9,False
Electrical + drift,extra_trees,0.85,2,2,3,6,0,9,False
Electrical + drift,extra_trees,0.85,3,1,3,6,0,9,False
Electrical + drift,extra_trees,0.85,3,2,3,6,0,9,False
Electrical + drift,extra_trees,0.85,3,3,3,6,0,9,False
Electrical + drift,extra_trees,0.85,4,1,3,6,0,9,False
Electrical + drift,extra_trees,0.85,4,2,3,6,0,9,False
Electrical + drift,extra_trees,0.85,4,3,3,6,0,9,False
Electrical + drift,extra_trees,0.85,4,4,3,6,0,9,False
Electrical + drift,extra_trees,0.85,5,1,3,6,0,9,False
Electrical + drift,extra_trees,0.85,5,2,3,6,0,9,False
Electrical + drift,extra_trees,0.85,5,3,3,6,0,9,False
Electrical + drift,extra_trees,0.85,5,4,3,6,0,9,False
Electrical + drift,extra_trees,0.85,5,5,3,6,0,9,False
Electrical + drift,logistic,0.1,1,1,6,6,7,9,False
Electrical + drift,logistic,0.1,2,1,6,6,7,9,False
Electrical + drift,logistic,0.1,2,2,4,6,3,9,False
Electrical + drift,logistic,0.1,3,1,6,6,7,9,False
Electrical + drift,logistic,0.1,3,2,5,6,3,9,False
Electrical + drift,logistic,0.1,3,3,4,6,0,9,False
Electrical + drift,logistic,0.1,4,1,6,6,7,9,False
Electrical + drift,logistic,0.1,4,2,5,6,3,9,False
Electrical + drift,logistic,0.1,4,3,4,6,0,9,False
Electrical + drift,logistic,0.1,4,4,4,6,0,9,False
Electrical + drift,logistic,0.1,5,1,6,6,7,9,False
Electrical + drift,logistic,0.1,5,2,5,6,3,9,False
Electrical + drift,logistic,0.1,5,3,5,6,2,9,False
Electrical + drift,logistic,0.1,5,4,4,6,0,9,False
Electrical + drift,logistic,0.1,5,5,3,6,0,9,False
Electrical + drift,logistic,0.125,1,1,6,6,5,9,False
Electrical + drift,logistic,0.125,2,1,6,6,5,9,False
Electrical + drift,logistic,0.125,2,2,4,6,2,9,False
Electrical + drift,logistic,0.125,3,1,6,6,5,9,False
Electrical + drift,logistic,0.125,3,2,5,6,2,9,False
Electrical + drift,logistic,0.125,3,3,4,6,0,9,False
Electrical + drift,logistic,0.125,4,1,6,6,5,9,False
Electrical + drift,logistic,0.125,4,2,5,6,2,9,False
Electrical + drift,logistic,0.125,4,3,4,6,0,9,False
Electrical + drift,logistic,0.125,4,4,4,6,0,9,False
Electrical + drift,logistic,0.125,5,1,6,6,5,9,False
Electrical + drift,logistic,0.125,5,2,5,6,2,9,False
Electrical + drift,logistic,0.125,5,3,4,6,2,9,False
Electrical + drift,logistic,0.125,5,4,4,6,0,9,False
Electrical + drift,logistic,0.125,5,5,3,6,0,9,False
Electrical + drift,logistic,0.15,1,1,6,6,5,9,False
Electrical + drift,logistic,0.15,2,1,6,6,5,9,False
Electrical + drift,logistic,0.15,2,2,4,6,2,9,False
Electrical + drift,logistic,0.15,3,1,6,6,5,9,False
Electrical + drift,logistic,0.15,3,2,5,6,2,9,False
Electrical + drift,logistic,0.15,3,3,4,6,0,9,False
Electrical + drift,logistic,0.15,4,1,6,6,5,9,False
Electrical + drift,logistic,0.15,4,2,5,6,2,9,False
Electrical + drift,logistic,0.15,4,3,4,6,0,9,False
Electrical + drift,logistic,0.15,4,4,4,6,0,9,False
Electrical + drift,logistic,0.15,5,1,6,6,5,9,False
Electrical + drift,logistic,0.15,5,2,5,6,2,9,False
